sex,age_group,state_of_residence,area_type,fp2030_policy_awarenes,barriers_final
Female,25-35,Bauchi,Urban,Yes,Limited healthcare infrastructure
Female,25-35,Bauchi,Urban,Yes,
Female,25-35,Bauchi,Urban,Yes,Resistance from traditional/religious leaders
Female,25-35,Bauchi,Urban,Yes,Weak political will
Female,25-35,Bauchi,Urban,Yes,Limited healthcare infrastructure
Female,25-35,Bauchi,Urban,Yes,
Female,25-35,Bauchi,Urban,Yes,Lack of awareness
Female,25-35,Bauchi,Urban,Yes,
Female,25-35,Bauchi,Urban,Yes,Lack of awareness
Female,25-35,Bauchi,Urban,Yes,Resistance from traditional/religious leaders
Female,25-35,Bauchi,Urban,Yes,Inadequate funding
Female,25-35,Bauchi,Urban,Yes,Limited healthcare infrastructure
Female,25-35,Bauchi,Urban,Yes,Weak political will
Female,25-35,Bauchi,Urban,Yes,
Female,25-35,Bauchi,Urban,Yes,Lack of awareness
Female,25-35,Bauchi,Urban,Yes,Resistance from traditional/religious leaders
Female,25-35,Bauchi,Urban,Yes,Inadequate funding
Female,25-35,Bauchi,Urban,Yes,Weak political will
Female,25-35,Bauchi,Urban,Yes,
Female,25-35,Bauchi,Urban,Yes,Lack of awareness
Female,25-35,Bauchi,Urban,Yes,
Female,25-35,Bauchi,Urban,Yes,Lack of awareness
Female,25-35,Bauchi,Urban,Yes,Inadequate funding
Female,25-35,Bauchi,Urban,Yes,Limited healthcare infrastructure
Female,25-35,Bauchi,Urban,Yes,Weak political will
Female,25-35,Bauchi,Urban,Yes,Resistance from traditional/religious leaders
Female,25-35,Bauchi,Urban,Yes,
Female,25-35,Bauchi,Urban,Yes,Lack of awareness
Female,25-35,Bauchi,Urban,Yes,
Female,25-35,Bauchi,Urban,Yes,Lack of awareness
Female,25-35,Bauchi,Urban,Yes,Resistance from traditional/religious leaders
Female,25-35,Bauchi,Urban,Yes,Limited healthcare infrastructure
Female,25-35,Bauchi,Urban,Yes,
Female,25-35,Bauchi,Urban,Yes,Lack of awareness
Female,25-35,Bauchi,Urban,Yes,
Female,25-35,Bauchi,Urban,Yes,Lack of awareness
Female,25-35,Bauchi,Urban,Yes,Limited healthcare infrastructure
Female,25-35,Bauchi,Urban,Yes,Weak political will
Female,25-35,Bauchi,Urban,Yes,
Female,25-35,Ebonyi,Rural,No,No idea
Female,25-35,Ebonyi,Rural,No,No idea
Female,25-35,Ebonyi,Rural,No,No idea
Female,25-35,Ebonyi,Rural,No,No idea
Female,25-35,Ebonyi,Rural,No,No idea
Female,25-35,Ebonyi,Rural,No,No idea
Female,25-35,Ebonyi,Rural,No,No idea
Female,25-35,Ebonyi,Rural,No,No idea
Female,25-35,Ebonyi,Rural,No,No idea
Female,25-35,Ebonyi,Rural,No,No idea
Female,25-35,Ebonyi,Rural,No,No idea
Female,25-35,Ebonyi,Rural,No,No idea
Female,25-35,Ebonyi,Rural,No,No idea
Female,25-35,Ebonyi,Rural,No,No idea
Female,25-35,Ebonyi,Rural,No,No idea
Female,25-35,Ebonyi,Rural,No,No idea
Female,25-35,Ebonyi,Rural,No,No idea
Female,25-35,Ebonyi,Rural,No,No idea
Female,25-35,Ebonyi,Rural,No,No idea
Female,25-35,Ebonyi,Rural,No,No idea
Female,25-35,Ebonyi,Rural,No,No idea
Female,25-35,Ebonyi,Rural,No,No idea
Female,25-35,Ebonyi,Rural,No,No idea
Female,25-35,Ebonyi,Rural,No,No idea
Female,25-35,Ebonyi,Rural,No,No idea
Female,25-35,Ebonyi,Rural,No,No idea
Female,25-35,Ebonyi,Rural,No,No idea
Female,25-35,Ebonyi,Rural,No,No idea
Female,25-35,Ebonyi,Rural,No,No idea
Female,25-35,Ebonyi,Rural,No,No idea
Female,25-35,Ebonyi,Rural,No,No idea
Female,25-35,Ebonyi,Rural,No,No idea
Female,25-35,Ebonyi,Rural,No,No idea
Female,25-35,Ebonyi,Rural,Yes,Lack of awareness
Female,25-35,Ebonyi,Rural,Yes,Inadequate funding
Female,25-35,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Ebonyi,Rural,Yes,Weak political will
Female,25-35,Ebonyi,Rural,Yes,
Female,25-35,Ebonyi,Rural,Yes,Lack of awareness
Female,25-35,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders
Female,25-35,Ebonyi,Rural,Yes,Inadequate funding
Female,25-35,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Ebonyi,Rural,Yes,Weak political will
Female,25-35,Ebonyi,Rural,Yes,
Female,25-35,Ebonyi,Rural,Yes,Lack of awareness
Female,25-35,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders
Female,25-35,Ebonyi,Rural,Yes,Inadequate funding
Female,25-35,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Ebonyi,Rural,Yes,Weak political will
Female,25-35,Ebonyi,Rural,Yes,
Female,25-35,Ebonyi,Rural,Yes,Lack of awareness
Female,25-35,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders
Female,25-35,Ebonyi,Rural,Yes,Inadequate funding
Female,25-35,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Ebonyi,Rural,Yes,Weak political will
Female,25-35,Ebonyi,Rural,Yes,
Female,25-35,Ebonyi,Rural,Yes,Lack of awareness
Female,25-35,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders
Female,25-35,Ebonyi,Rural,Yes,Inadequate funding
Female,25-35,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Ebonyi,Rural,Yes,Weak political will
Female,25-35,Ebonyi,Rural,Yes,
Female,25-35,Ebonyi,Rural,Yes,Lack of awareness
Female,25-35,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders
Female,25-35,Ebonyi,Rural,Yes,Inadequate funding
Female,25-35,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Ebonyi,Rural,Yes,Weak political will
Female,25-35,Ebonyi,Rural,Yes,
Female,25-35,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Ebonyi,Rural,Yes,
Female,25-35,Ebonyi,Rural,Yes,Lack of awareness
Female,25-35,Ebonyi,Rural,Yes,Inadequate funding
Female,25-35,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Ebonyi,Rural,Yes,Weak political will
Female,25-35,Ebonyi,Rural,Yes,
Female,25-35,Ebonyi,Rural,Yes,Lack of awareness
Female,25-35,Ebonyi,Rural,Yes,Inadequate funding
Female,25-35,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Ebonyi,Rural,Yes,Weak political will
Female,25-35,Ebonyi,Rural,Yes,
Female,25-35,Ebonyi,Rural,Yes,Lack of awareness
Female,25-35,Ebonyi,Rural,Yes,Inadequate funding
Female,25-35,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Ebonyi,Rural,Yes,Weak political will
Female,25-35,Ebonyi,Rural,Yes,
Female,25-35,Ebonyi,Rural,Yes,Lack of awareness
Female,25-35,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders
Female,25-35,Ebonyi,Rural,Yes,Inadequate funding
Female,25-35,Ebonyi,Rural,Yes,Weak political will
Female,25-35,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Ebonyi,Rural,Yes,
Female,25-35,Ebonyi,Rural,Yes,Lack of awareness
Female,25-35,Ebonyi,Rural,Yes,Inadequate funding
Female,25-35,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Ebonyi,Rural,Yes,
Female,25-35,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders
Female,25-35,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Ebonyi,Rural,Yes,Inadequate funding
Female,25-35,Ebonyi,Rural,Yes,
Female,25-35,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders
Female,25-35,Ebonyi,Rural,Yes,Inadequate funding
Female,25-35,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Ebonyi,Rural,Yes,
Female,25-35,Ebonyi,Rural,Yes,Lack of awareness
Female,25-35,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders
Female,25-35,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Ebonyi,Rural,Yes,Inadequate funding
Female,25-35,Ebonyi,Rural,Yes,
Female,25-35,Ebonyi,Rural,Yes,Inadequate funding
Female,25-35,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Ebonyi,Rural,Yes,
Female,25-35,Ebonyi,Rural,Yes,Lack of awareness
Female,25-35,Ebonyi,Rural,Yes,Inadequate funding
Female,25-35,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Ebonyi,Rural,Yes,Weak political will
Female,25-35,Ebonyi,Rural,Yes,
Female,25-35,Ebonyi,Rural,Yes,Lack of awareness
Female,25-35,Ebonyi,Rural,Yes,Inadequate funding
Female,25-35,Ebonyi,Rural,Yes,
Female,25-35,Ebonyi,Rural,Yes,Inadequate funding
Female,25-35,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders
Female,25-35,Ebonyi,Rural,Yes,Weak political will
Female,25-35,Ebonyi,Rural,Yes,
Female,25-35,Ebonyi,Rural,Yes,Lack of awareness
Female,25-35,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders
Female,25-35,Ebonyi,Rural,Yes,Inadequate funding
Female,25-35,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Ebonyi,Rural,Yes,Weak political will
Female,25-35,Ebonyi,Rural,Yes,
Female,25-35,Ebonyi,Rural,Yes,Lack of awareness
Female,25-35,Ebonyi,Rural,Yes,
Female,25-35,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Ebonyi,Rural,Yes,Inadequate funding
Female,25-35,Ebonyi,Rural,Yes,
Female,25-35,Ebonyi,Rural,Yes,Inadequate funding
Female,25-35,Ebonyi,Rural,Yes,
Female,25-35,Ebonyi,Rural,Yes,Lack of awareness
Female,25-35,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders
Female,25-35,Ebonyi,Rural,Yes,Inadequate funding
Female,25-35,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Ebonyi,Rural,Yes,Weak political will
Female,25-35,Ebonyi,Rural,Yes,
Female,25-35,Ebonyi,Urban,No,No idea
Female,25-35,Ebonyi,Urban,No,No idea
Female,25-35,Ebonyi,Urban,No,No idea
Female,25-35,Ebonyi,Urban,No,No idea
Female,25-35,Ebonyi,Urban,No,No idea
Female,25-35,Ebonyi,Urban,No,No idea
Female,25-35,Ebonyi,Urban,No,No idea
Female,25-35,Ebonyi,Urban,No,No idea
Female,25-35,Ebonyi,Urban,No,No idea
Female,25-35,Ebonyi,Urban,Yes,Limited healthcare infrastructure
Female,25-35,Ebonyi,Urban,Yes,Weak political will
Female,25-35,Ebonyi,Urban,Yes,
Female,25-35,Ebonyi,Urban,Yes,Lack of awareness
Female,25-35,Ebonyi,Urban,Yes,Resistance from traditional/religious leaders
Female,25-35,Ebonyi,Urban,Yes,Limited healthcare infrastructure
Female,25-35,Ebonyi,Urban,Yes,
Female,25-35,Ebonyi,Urban,Yes,Inadequate funding
Female,25-35,Ebonyi,Urban,Yes,Limited healthcare infrastructure
Female,25-35,Ebonyi,Urban,Yes,Weak political will
Female,25-35,Ebonyi,Urban,Yes,
Female,25-35,Ebonyi,Urban,Yes,Resistance from traditional/religious leaders
Female,25-35,Ebonyi,Urban,Yes,Inadequate funding
Female,25-35,Ebonyi,Urban,Yes,Limited healthcare infrastructure
Female,25-35,Ebonyi,Urban,Yes,Weak political will
Female,25-35,Ebonyi,Urban,Yes,
Female,25-35,Ebonyi,Urban,Yes,Lack of awareness
Female,25-35,Ebonyi,Urban,Yes,Inadequate funding
Female,25-35,Ebonyi,Urban,Yes,Weak political will
Female,25-35,Ebonyi,Urban,Yes,
Female,25-35,Ebonyi,Urban,Yes,Lack of awareness
Female,25-35,Ebonyi,Urban,Yes,Resistance from traditional/religious leaders
Female,25-35,Ebonyi,Urban,Yes,Inadequate funding
Female,25-35,Ebonyi,Urban,Yes,Limited healthcare infrastructure
Female,25-35,Ebonyi,Urban,Yes,Weak political will
Female,25-35,Ebonyi,Urban,Yes,
Female,25-35,Ebonyi,Urban,Yes,Lack of awareness
Female,25-35,Ebonyi,Urban,Yes,Inadequate funding
Female,25-35,Ebonyi,Urban,Yes,Limited healthcare infrastructure
Female,25-35,Ebonyi,Urban,Yes,Weak political will
Female,25-35,Ebonyi,Urban,Yes,
Female,25-35,Ebonyi,Urban,Yes,Lack of awareness
Female,25-35,Ebonyi,Urban,Yes,Inadequate funding
Female,25-35,Ebonyi,Urban,Yes,Limited healthcare infrastructure
Female,25-35,Ebonyi,Urban,Yes,Weak political will
Female,25-35,Ebonyi,Urban,Yes,
Female,25-35,Ebonyi,Urban,Yes,Lack of awareness
Female,25-35,Ebonyi,Urban,Yes,Inadequate funding
Female,25-35,Ebonyi,Urban,Yes,Limited healthcare infrastructure
Female,25-35,Ebonyi,Urban,Yes,Weak political will
Female,25-35,Ebonyi,Urban,Yes,
Female,25-35,Ebonyi,Urban,Yes,Lack of awareness
Female,25-35,Ebonyi,Urban,Yes,Inadequate funding
Female,25-35,Ebonyi,Urban,Yes,Limited healthcare infrastructure
Female,25-35,Ebonyi,Urban,Yes,Weak political will
Female,25-35,Ebonyi,Urban,Yes,
Female,25-35,Ebonyi,Urban,Yes,Lack of awareness
Female,25-35,Ebonyi,Urban,Yes,Inadequate funding
Female,25-35,Ebonyi,Urban,Yes,Limited healthcare infrastructure
Female,25-35,Ebonyi,Urban,Yes,Weak political will
Female,25-35,Ebonyi,Urban,Yes,
Female,25-35,Ebonyi,Urban,Yes,Resistance from traditional/religious leaders
Female,25-35,Ebonyi,Urban,Yes,
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,No,No idea
Female,25-35,Enugu,Rural,Yes,Lack of awareness
Female,25-35,Enugu,Rural,Yes,
Female,25-35,Enugu,Rural,Yes,Lack of awareness
Female,25-35,Enugu,Rural,Yes,
Female,25-35,Enugu,Rural,Yes,Lack of awareness
Female,25-35,Enugu,Rural,Yes,
Female,25-35,Enugu,Rural,Yes,Lack of awareness
Female,25-35,Enugu,Rural,Yes,
Female,25-35,Enugu,Rural,Yes,Lack of awareness
Female,25-35,Enugu,Rural,Yes,
Female,25-35,Enugu,Rural,Yes,Lack of awareness
Female,25-35,Enugu,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Enugu,Rural,Yes,
Female,25-35,Enugu,Rural,Yes,Lack of awareness
Female,25-35,Enugu,Rural,Yes,Inadequate funding
Female,25-35,Enugu,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Enugu,Rural,Yes,
Female,25-35,Enugu,Rural,Yes,Lack of awareness
Female,25-35,Enugu,Rural,Yes,
Female,25-35,Enugu,Rural,Yes,Lack of awareness
Female,25-35,Enugu,Rural,Yes,
Female,25-35,Enugu,Rural,Yes,Lack of awareness
Female,25-35,Enugu,Rural,Yes,
Female,25-35,Enugu,Urban,No,No idea
Female,25-35,Enugu,Urban,No,No idea
Female,25-35,Enugu,Urban,No,No idea
Female,25-35,Enugu,Urban,No,No idea
Female,25-35,Enugu,Urban,No,No idea
Female,25-35,Enugu,Urban,No,No idea
Female,25-35,Enugu,Urban,No,No idea
Female,25-35,Enugu,Urban,No,No idea
Female,25-35,Enugu,Urban,No,No idea
Female,25-35,Enugu,Urban,No,No idea
Female,25-35,Enugu,Urban,No,No idea
Female,25-35,Enugu,Urban,No,No idea
Female,25-35,Enugu,Urban,No,No idea
Female,25-35,Enugu,Urban,No,No idea
Female,25-35,Enugu,Urban,No,No idea
Female,25-35,Enugu,Urban,No,No idea
Female,25-35,Enugu,Urban,No,No idea
Female,25-35,Enugu,Urban,No,No idea
Female,25-35,Enugu,Urban,No,No idea
Female,25-35,Enugu,Urban,No,No idea
Female,25-35,Enugu,Urban,No,No idea
Female,25-35,Enugu,Urban,Yes,No idea
Female,25-35,Enugu,Urban,Yes,Lack of awareness
Female,25-35,Enugu,Urban,Yes,Limited healthcare infrastructure
Female,25-35,Enugu,Urban,Yes,
Female,25-35,Enugu,Urban,Yes,Lack of awareness
Female,25-35,Enugu,Urban,Yes,
Female,25-35,Enugu,Urban,Yes,Inadequate funding
Female,25-35,Enugu,Urban,Yes,Resistance from traditional/religious leaders
Female,25-35,Enugu,Urban,Yes,
Female,25-35,Enugu,Urban,Yes,Inadequate funding
Female,25-35,Enugu,Urban,Yes,
Female,25-35,Enugu,Urban,Yes,Resistance from traditional/religious leaders
Female,25-35,Enugu,Urban,Yes,Lack of awareness
Female,25-35,Enugu,Urban,Yes,
Female,25-35,Enugu,Urban,Yes,Lack of awareness
Female,25-35,Enugu,Urban,Yes,
Female,25-35,Enugu,Urban,Yes,Lack of awareness
Female,25-35,Enugu,Urban,Yes,
Female,25-35,Enugu,Urban,Yes,Lack of awareness
Female,25-35,Enugu,Urban,Yes,
Female,25-35,Enugu,Urban,Yes,Lack of awareness
Female,25-35,Enugu,Urban,Yes,
Female,25-35,Enugu,Urban,Yes,Lack of awareness
Female,25-35,Enugu,Urban,Yes,
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,No,No idea
Female,25-35,Gombe,Rural,Yes,Weak political will
Female,25-35,Gombe,Rural,Yes,Resistance from traditional/religious leaders
Female,25-35,Gombe,Rural,Yes,Inadequate funding
Female,25-35,Gombe,Rural,Yes,
Female,25-35,Gombe,Rural,Yes,No idea
Female,25-35,Gombe,Rural,Yes,Lack of awareness
Female,25-35,Gombe,Rural,Yes,Resistance from traditional/religious leaders
Female,25-35,Gombe,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Gombe,Rural,Yes,
Female,25-35,Gombe,Rural,Yes,Lack of awareness
Female,25-35,Gombe,Rural,Yes,Inadequate funding
Female,25-35,Gombe,Rural,Yes,
Female,25-35,Gombe,Rural,Yes,Lack of awareness
Female,25-35,Gombe,Rural,Yes,Resistance from traditional/religious leaders
Female,25-35,Gombe,Rural,Yes,Inadequate funding
Female,25-35,Gombe,Rural,Yes,Limited healthcare infrastructure
Female,25-35,Gombe,Rural,Yes,Weak political will
Female,25-35,Gombe,Rural,Yes,Lack of media team And parental care
Female,25-35,Gombe,Rural,Yes,
Female,25-35,Gombe,Rural,Yes,Lack of awareness
Female,25-35,Gombe,Rural,Yes,
Female,25-35,Gombe,Rural,Yes,Lack of awareness
Female,25-35,Gombe,Rural,Yes,No idea
Female,25-35,Gombe,Rural,Yes,Inadequate funding
Female,25-35,Gombe,Rural,Yes,Weak political will
Female,25-35,Gombe,Rural,Yes,Resistance from traditional/religious leaders
Female,25-35,Gombe,Rural,Yes,
Female,25-35,Gombe,Rural,Yes,Lack of awareness
Female,25-35,Gombe,Rural,Yes,
Female,25-35,Gombe,Rural,Yes,No idea
Female,25-35,Gombe,Rural,Yes,
Female,25-35,Gombe,Rural,Yes,No idea
Female,25-35,Gombe,Rural,Yes,Lack of awareness
Female,25-35,Gombe,Rural,Yes,
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
Female,25-35,Gombe,Urban,No,No idea
